split,source,tree_id,views,images,total_objects,mean_objects_per_view,std_objects_per_view,distinct_combos,empty_views,cv_objects_per_view,B1,B2,B3,B4
train,DAMIMAS,DAMIMAS_A21B_0358,4,4,28,7.0,1.1547005383792515,3,0,0.1649572197448992,2.0,2.0,14.0,10.0
train,DAMIMAS,DAMIMAS_A21B_0359,4,4,22,5.5,1.0,2,0,0.18181818178512396,6.0,5.0,9.0,2.0
train,DAMIMAS,DAMIMAS_A21B_0362,4,4,24,6.0,1.414213562373095,4,0,0.2357022603562321,2.0,5.0,11.0,6.0
train,DAMIMAS,DAMIMAS_A21B_0365,4,4,27,6.75,1.2583057392117918,3,0,0.18641566504079646,2.0,5.0,16.0,4.0
train,DAMIMAS,DAMIMAS_A21B_0366,4,4,15,3.75,1.2583057392117916,2,0,0.3355481970336649,0.0,0.0,11.0,4.0
train,DAMIMAS,DAMIMAS_A21B_0367,4,4,19,4.75,1.7078251276599332,3,0,0.3595421320632402,1.0,8.0,8.0,2.0
train,DAMIMAS,DAMIMAS_A21B_0368,4,4,29,7.25,0.9574271077563381,2,0,0.1320589113964523,8.0,3.0,10.0,8.0
train,DAMIMAS,DAMIMAS_A21B_0369,4,4,14,3.5,1.0,4,0,0.28571428563265305,2.0,2.0,7.0,3.0
train,DAMIMAS,DAMIMAS_A21B_0370,4,4,18,4.5,1.7320508075688772,3,0,0.3849001793742171,4.0,1.0,9.0,4.0
train,DAMIMAS,DAMIMAS_A21B_0371,4,4,21,5.25,0.9574271077563381,2,0,0.18236706810932782,2.0,8.0,11.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0372,4,4,19,4.75,1.2583057392117918,3,0,0.264906471357239,4.0,4.0,4.0,7.0
train,DAMIMAS,DAMIMAS_A21B_0373,4,4,22,5.5,0.5773502691896257,3,0,0.10497277619720963,6.0,3.0,10.0,3.0
train,DAMIMAS,DAMIMAS_A21B_0374,4,4,28,7.0,0.0,3,0,0.0,2.0,2.0,15.0,9.0
train,DAMIMAS,DAMIMAS_A21B_0375,4,4,20,5.0,0.816496580927726,2,0,0.16329931615288534,3.0,9.0,8.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0376,4,4,19,4.75,0.5,4,0,0.10526315787257617,2.0,4.0,7.0,6.0
train,DAMIMAS,DAMIMAS_A21B_0377,4,4,15,3.75,0.49999999999999994,3,0,0.13333333329777777,1.0,0.0,13.0,1.0
train,DAMIMAS,DAMIMAS_A21B_0378,4,4,26,6.5,0.5773502691896258,3,0,0.08882311832320042,5.0,3.0,11.0,7.0
train,DAMIMAS,DAMIMAS_A21B_0379,4,4,9,2.25,0.5,1,0,0.22222222212345677,4.0,5.0,0.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0380,4,4,23,5.75,0.5,3,0,0.08695652172400756,3.0,7.0,3.0,10.0
train,DAMIMAS,DAMIMAS_A21B_0383,4,4,24,6.0,0.8164965809277259,3,0,0.13608276346527387,4.0,10.0,8.0,2.0
train,DAMIMAS,DAMIMAS_A21B_0384,4,4,25,6.25,0.5,1,0,0.0799999999872,4.0,8.0,6.0,7.0
train,DAMIMAS,DAMIMAS_A21B_0385,4,4,26,6.5,0.5773502691896257,3,0,0.0888231183232004,2.0,4.0,14.0,6.0
train,DAMIMAS,DAMIMAS_A21B_0386,4,4,7,1.75,1.5,3,1,0.8571428566530612,0.0,3.0,4.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0387,4,4,15,3.75,0.5,3,0,0.13333333329777777,5.0,9.0,1.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0388,4,4,19,4.75,1.2583057392117916,4,0,0.26490647135723894,2.0,6.0,6.0,5.0
train,DAMIMAS,DAMIMAS_A21B_0389,4,4,25,6.25,1.5,2,0,0.23999999996159999,1.0,4.0,16.0,4.0
train,DAMIMAS,DAMIMAS_A21B_0390,4,4,30,7.5,0.5773502691896257,2,0,0.07698003588168609,2.0,5.0,11.0,12.0
train,DAMIMAS,DAMIMAS_A21B_0391,4,4,16,4.0,0.0,2,0,0.0,4.0,11.0,1.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0392,4,4,23,5.75,0.5,1,0,0.08695652172400756,4.0,8.0,6.0,5.0
train,DAMIMAS,DAMIMAS_A21B_0394,4,4,25,6.25,0.5,3,0,0.0799999999872,3.0,3.0,9.0,10.0
train,DAMIMAS,DAMIMAS_A21B_0395,4,4,21,5.25,0.5,1,0,0.09523809521995465,6.0,10.0,5.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0396,4,4,25,6.25,0.957427107756338,2,0,0.15318833721650393,6.0,7.0,7.0,5.0
train,DAMIMAS,DAMIMAS_A21B_0397,4,4,19,4.75,0.5,4,0,0.10526315787257617,2.0,3.0,11.0,3.0
train,DAMIMAS,DAMIMAS_A21B_0398,4,4,25,6.25,0.9574271077563382,3,0,0.153188337216504,4.0,4.0,12.0,5.0
train,DAMIMAS,DAMIMAS_A21B_0400,4,4,19,4.75,0.4999999999999999,2,0,0.10526315787257615,0.0,9.0,2.0,8.0
train,DAMIMAS,DAMIMAS_A21B_0402,4,4,18,4.5,1.2909944487358056,2,0,0.2868876552108707,0.0,1.0,12.0,5.0
train,DAMIMAS,DAMIMAS_A21B_0403,4,4,24,6.0,1.4142135623730951,3,0,0.23570226035623215,4.0,9.0,8.0,3.0
train,DAMIMAS,DAMIMAS_A21B_0404,4,4,15,3.75,0.9574271077563381,2,0,0.25531389533360643,7.0,4.0,4.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0405,4,4,13,3.25,0.5,3,0,0.15384615379881655,1.0,4.0,7.0,1.0
train,DAMIMAS,DAMIMAS_A21B_0408,4,4,21,5.25,0.9574271077563382,1,0,0.18236706810932785,6.0,8.0,7.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0409,4,4,15,3.75,1.5,2,0,0.39999999989333335,5.0,1.0,9.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0411,4,4,23,5.75,0.9574271077563382,1,0,0.1665090621895355,4.0,10.0,9.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0412,4,4,16,4.0,0.8164965809277259,4,0,0.20412414518090044,2.0,9.0,4.0,1.0
train,DAMIMAS,DAMIMAS_A21B_0413,4,4,26,6.5,1.2909944487358056,2,0,0.19861453054418324,2.0,3.0,14.0,7.0
train,DAMIMAS,DAMIMAS_A21B_0415,4,4,21,5.25,0.5,2,0,0.09523809521995465,3.0,9.0,9.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0416,4,4,25,6.25,1.2583057392117918,2,0,0.20132891824167407,3.0,8.0,9.0,5.0
train,DAMIMAS,DAMIMAS_A21B_0417,4,4,25,6.25,1.2583057392117916,2,0,0.201328918241674,3.0,4.0,13.0,5.0
train,DAMIMAS,DAMIMAS_A21B_0419,4,4,23,5.75,0.5,2,0,0.08695652172400756,0.0,10.0,10.0,3.0
train,DAMIMAS,DAMIMAS_A21B_0420,4,4,6,1.5,0.5773502691896257,2,0,0.38490017920315034,0.0,5.0,1.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0422,4,4,21,5.25,0.5,2,0,0.09523809521995465,3.0,0.0,8.0,10.0
train,DAMIMAS,DAMIMAS_A21B_0424,4,4,15,3.75,0.49999999999999994,2,0,0.13333333329777777,6.0,2.0,7.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0426,4,4,17,4.25,0.4999999999999999,2,0,0.11764705879584772,0.0,0.0,13.0,4.0
train,DAMIMAS,DAMIMAS_A21B_0428,4,4,27,6.75,0.4999999999999999,1,0,0.07407407406310013,6.0,5.0,7.0,9.0
train,DAMIMAS,DAMIMAS_A21B_0429,4,4,36,9.0,0.816496580927726,2,0,0.09072184231522269,4.0,7.0,16.0,9.0
train,DAMIMAS,DAMIMAS_A21B_0430,4,4,22,5.5,1.2909944487358056,3,0,0.2347262633638326,0.0,2.0,14.0,6.0
train,DAMIMAS,DAMIMAS_A21B_0433,4,4,20,5.0,0.816496580927726,2,0,0.16329931615288534,5.0,1.0,14.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0434,4,4,24,6.0,2.160246899469287,2,0,0.36004114985154095,0.0,5.0,14.0,5.0
train,DAMIMAS,DAMIMAS_A21B_0435,4,4,15,3.75,0.957427107756338,1,0,0.25531389533360643,5.0,6.0,4.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0436,4,4,21,5.25,1.2583057392117916,2,0,0.23967728361373605,3.0,7.0,5.0,6.0
train,DAMIMAS,DAMIMAS_A21B_0437,4,4,27,6.75,0.4999999999999999,3,0,0.07407407406310013,4.0,5.0,12.0,6.0
train,DAMIMAS,DAMIMAS_A21B_0439,4,4,10,2.5,0.5773502691896257,2,0,0.23094010758347425,1.0,8.0,1.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0440,4,4,23,5.75,1.5,1,0,0.2608695651720227,0.0,7.0,10.0,6.0
train,DAMIMAS,DAMIMAS_A21B_0442,4,4,23,5.75,0.9574271077563381,2,0,0.16650906218953548,0.0,2.0,10.0,11.0
train,DAMIMAS,DAMIMAS_A21B_0443,4,4,20,5.0,1.632993161855452,4,0,0.3265986323057707,2.0,8.0,8.0,2.0
train,DAMIMAS,DAMIMAS_A21B_0446,4,4,19,4.75,0.9574271077563381,4,0,0.20156360159047884,3.0,3.0,11.0,2.0
train,DAMIMAS,DAMIMAS_A21B_0447,4,4,23,5.75,0.9574271077563381,1,0,0.16650906218953548,0.0,10.0,9.0,4.0
train,DAMIMAS,DAMIMAS_A21B_0448,4,4,18,4.5,0.5773502691896258,3,0,0.12830005979140574,2.0,5.0,7.0,4.0
train,DAMIMAS,DAMIMAS_A21B_0450,4,4,25,6.25,1.2583057392117916,4,0,0.201328918241674,2.0,2.0,10.0,11.0
train,DAMIMAS,DAMIMAS_A21B_0451,4,4,17,4.25,1.2583057392117916,4,0,0.29607193856840464,2.0,8.0,5.0,2.0
train,DAMIMAS,DAMIMAS_A21B_0452,4,4,22,5.5,0.5773502691896257,2,0,0.10497277619720963,8.0,1.0,5.0,8.0
train,DAMIMAS,DAMIMAS_A21B_0453,4,4,19,4.75,0.9574271077563381,4,0,0.20156360159047884,2.0,3.0,12.0,2.0
train,DAMIMAS,DAMIMAS_A21B_0454,4,4,23,5.75,2.6299556396765835,2,0,0.4573835894294261,0.0,5.0,8.0,10.0
train,DAMIMAS,DAMIMAS_A21B_0455,4,4,21,5.25,0.4999999999999999,2,0,0.09523809521995463,0.0,11.0,8.0,2.0
train,DAMIMAS,DAMIMAS_A21B_0456,4,4,20,5.0,0.8164965809277259,3,0,0.16329931615288532,5.0,3.0,6.0,6.0
train,DAMIMAS,DAMIMAS_A21B_0458,4,4,21,5.25,0.4999999999999999,2,0,0.09523809521995463,0.0,4.0,11.0,6.0
train,DAMIMAS,DAMIMAS_A21B_0459,4,4,18,4.5,0.5773502691896258,2,0,0.12830005979140574,6.0,9.0,3.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0460,4,4,24,6.0,0.816496580927726,2,0,0.13608276346527387,4.0,6.0,8.0,6.0
train,DAMIMAS,DAMIMAS_A21B_0461,4,4,18,4.5,0.9999999999999999,2,0,0.2222222221728395,0.0,4.0,14.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0463,4,4,20,5.0,0.816496580927726,3,0,0.16329931615288534,3.0,9.0,7.0,1.0
train,DAMIMAS,DAMIMAS_A21B_0464,4,4,15,3.75,0.9574271077563381,3,0,0.25531389533360643,5.0,3.0,4.0,3.0
train,DAMIMAS,DAMIMAS_A21B_0465,4,4,13,3.25,0.5,3,0,0.15384615379881655,5.0,3.0,4.0,1.0
train,DAMIMAS,DAMIMAS_A21B_0466,4,4,11,2.75,0.9574271077563381,2,0,0.34815531178479375,0.0,0.0,8.0,3.0
train,DAMIMAS,DAMIMAS_A21B_0467,4,4,17,4.25,0.4999999999999999,3,0,0.11764705879584772,3.0,8.0,5.0,1.0
train,DAMIMAS,DAMIMAS_A21B_0468,4,4,20,5.0,0.0,2,0,0.0,4.0,2.0,7.0,7.0
train,DAMIMAS,DAMIMAS_A21B_0470,4,4,22,5.5,0.5773502691896258,4,0,0.10497277619720964,4.0,7.0,6.0,5.0
train,DAMIMAS,DAMIMAS_A21B_0471,4,4,26,6.5,0.5773502691896257,3,0,0.0888231183232004,3.0,10.0,10.0,3.0
train,DAMIMAS,DAMIMAS_A21B_0473,4,4,11,2.75,0.9574271077563382,3,0,0.34815531178479375,3.0,2.0,6.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0475,4,4,19,4.75,0.9574271077563381,2,0,0.20156360159047884,0.0,11.0,6.0,2.0
train,DAMIMAS,DAMIMAS_A21B_0476,4,4,16,4.0,0.816496580927726,2,0,0.20412414518090047,0.0,6.0,7.0,3.0
train,DAMIMAS,DAMIMAS_A21B_0479,4,4,20,5.0,0.8164965809277259,2,0,0.16329931615288532,1.0,9.0,7.0,3.0
train,DAMIMAS,DAMIMAS_A21B_0480,4,4,23,5.75,0.4999999999999999,2,0,0.08695652172400754,3.0,5.0,6.0,9.0
train,DAMIMAS,DAMIMAS_A21B_0481,4,4,13,3.25,0.957427107756338,4,0,0.29459295614207537,1.0,3.0,8.0,1.0
train,DAMIMAS,DAMIMAS_A21B_0483,4,4,20,5.0,1.8257418583505538,3,0,0.3651483715970811,4.0,9.0,5.0,2.0
train,DAMIMAS,DAMIMAS_A21B_0484,4,4,18,4.5,0.5773502691896257,3,0,0.1283000597914057,2.0,7.0,4.0,5.0
train,DAMIMAS,DAMIMAS_A21B_0486,4,4,22,5.5,1.2909944487358056,2,0,0.2347262633638326,0.0,4.0,10.0,8.0
train,DAMIMAS,DAMIMAS_A21B_0487,4,4,20,5.0,0.8164965809277259,2,0,0.16329931615288532,0.0,10.0,9.0,1.0
train,DAMIMAS,DAMIMAS_A21B_0488,4,4,17,4.25,0.9574271077563381,2,0,0.22527696647789675,0.0,7.0,5.0,5.0
train,DAMIMAS,DAMIMAS_A21B_0490,4,4,27,6.75,0.9574271077563382,2,0,0.1418410529799255,7.0,1.0,9.0,10.0
train,DAMIMAS,DAMIMAS_A21B_0494,4,4,26,6.5,0.5773502691896257,4,0,0.0888231183232004,4.0,3.0,7.0,12.0
train,DAMIMAS,DAMIMAS_A21B_0495,4,4,18,4.5,0.5773502691896258,2,0,0.12830005979140574,2.0,9.0,7.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0496,4,4,19,4.75,0.957427107756338,3,0,0.2015636015904788,3.0,5.0,4.0,7.0
train,DAMIMAS,DAMIMAS_A21B_0497,4,4,26,6.5,1.2909944487358056,3,0,0.19861453054418324,2.0,5.0,15.0,4.0
train,DAMIMAS,DAMIMAS_A21B_0499,4,4,23,5.75,0.5,2,0,0.08695652172400756,4.0,8.0,8.0,3.0
train,DAMIMAS,DAMIMAS_A21B_0500,4,4,19,4.75,0.4999999999999999,2,0,0.10526315787257615,4.0,5.0,7.0,3.0
train,DAMIMAS,DAMIMAS_A21B_0501,4,4,25,6.25,0.9574271077563382,3,0,0.153188337216504,2.0,6.0,14.0,3.0
train,DAMIMAS,DAMIMAS_A21B_0502,4,4,28,7.0,0.0,1,0,0.0,0.0,6.0,11.0,11.0
train,DAMIMAS,DAMIMAS_A21B_0503,4,4,27,6.75,0.5,2,0,0.07407407406310014,3.0,10.0,9.0,5.0
train,DAMIMAS,DAMIMAS_A21B_0504,4,4,21,5.25,0.9574271077563381,3,0,0.18236706810932782,2.0,7.0,3.0,9.0
train,DAMIMAS,DAMIMAS_A21B_0505,4,4,21,5.25,0.4999999999999999,3,0,0.09523809521995463,2.0,0.0,14.0,5.0
train,DAMIMAS,DAMIMAS_A21B_0506,4,4,33,8.25,0.957427107756338,2,0,0.116051770623065,6.0,3.0,11.0,13.0
train,DAMIMAS,DAMIMAS_A21B_0508,4,4,22,5.5,1.2909944487358056,4,0,0.2347262633638326,2.0,10.0,8.0,2.0
train,DAMIMAS,DAMIMAS_A21B_0509,4,4,17,4.25,0.4999999999999999,3,0,0.11764705879584772,1.0,3.0,11.0,2.0
train,DAMIMAS,DAMIMAS_A21B_0510,4,4,23,5.75,0.957427107756338,3,0,0.16650906218953546,0.0,2.0,15.0,6.0
train,DAMIMAS,DAMIMAS_A21B_0511,4,4,22,5.5,0.5773502691896258,2,0,0.10497277619720964,7.0,8.0,6.0,1.0
train,DAMIMAS,DAMIMAS_A21B_0513,4,4,13,3.25,0.9574271077563381,2,0,0.2945929561420754,0.0,1.0,12.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0514,4,4,22,5.5,1.0,1,0,0.18181818178512396,0.0,0.0,14.0,8.0
train,DAMIMAS,DAMIMAS_A21B_0516,4,4,14,3.5,0.5773502691896257,4,0,0.16495721972133387,2.0,5.0,4.0,3.0
train,DAMIMAS,DAMIMAS_A21B_0517,4,4,21,5.25,1.7078251276599332,4,0,0.32530002425421584,2.0,2.0,12.0,5.0
train,DAMIMAS,DAMIMAS_A21B_0518,4,4,29,7.25,0.4999999999999999,3,0,0.06896551723186681,2.0,3.0,13.0,11.0
train,DAMIMAS,DAMIMAS_A21B_0520,4,4,16,4.0,0.816496580927726,3,0,0.20412414518090047,5.0,4.0,4.0,3.0
train,DAMIMAS,DAMIMAS_A21B_0522,4,4,16,4.0,0.816496580927726,2,0,0.20412414518090047,0.0,8.0,6.0,2.0
train,DAMIMAS,DAMIMAS_A21B_0524,4,4,22,5.5,1.2909944487358056,3,0,0.2347262633638326,4.0,5.0,5.0,8.0
train,DAMIMAS,DAMIMAS_A21B_0526,4,4,21,5.25,0.5,3,0,0.09523809521995465,0.0,1.0,19.0,1.0
train,DAMIMAS,DAMIMAS_A21B_0527,4,4,15,3.75,0.5,1,0,0.13333333329777777,0.0,8.0,7.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0529,4,4,17,4.25,0.4999999999999999,1,0,0.11764705879584772,0.0,0.0,13.0,4.0
train,DAMIMAS,DAMIMAS_A21B_0530,4,4,25,6.25,0.9574271077563381,2,0,0.15318833721650396,3.0,6.0,8.0,8.0
train,DAMIMAS,DAMIMAS_A21B_0531,4,4,27,6.75,1.4999999999999998,2,0,0.22222222218930038,4.0,9.0,10.0,4.0
train,DAMIMAS,DAMIMAS_A21B_0533,4,4,22,5.5,1.7320508075688774,3,0,0.31491832859162894,1.0,3.0,13.0,5.0
train,DAMIMAS,DAMIMAS_A21B_0534,4,4,14,3.5,1.2909944487358056,2,0,0.36885555667627146,1.0,4.0,5.0,4.0
train,DAMIMAS,DAMIMAS_A21B_0535,4,4,19,4.75,1.2583057392117918,4,0,0.264906471357239,9.0,4.0,5.0,1.0
train,DAMIMAS,DAMIMAS_A21B_0536,4,4,17,4.25,0.9574271077563381,3,0,0.22527696647789675,4.0,3.0,5.0,5.0
train,DAMIMAS,DAMIMAS_A21B_0538,4,4,24,6.0,0.0,2,0,0.0,0.0,4.0,11.0,9.0
train,DAMIMAS,DAMIMAS_A21B_0539,4,4,28,7.0,0.816496580927726,1,0,0.11664236868729766,5.0,7.0,12.0,4.0
train,DAMIMAS,DAMIMAS_A21B_0540,4,4,18,4.5,1.0,2,0,0.2222222221728395,7.0,1.0,4.0,6.0
train,DAMIMAS,DAMIMAS_A21B_0542,4,4,24,6.0,0.8164965809277259,3,0,0.13608276346527387,2.0,6.0,7.0,9.0
train,DAMIMAS,DAMIMAS_A21B_0543,4,4,10,2.5,1.0,2,0,0.39999999984,4.0,3.0,3.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0544,4,4,21,5.25,0.4999999999999999,2,0,0.09523809521995463,4.0,3.0,7.0,7.0
train,DAMIMAS,DAMIMAS_A21B_0548,4,4,21,5.25,0.957427107756338,3,0,0.1823670681093278,2.0,7.0,8.0,4.0
train,DAMIMAS,DAMIMAS_A21B_0549,4,4,10,2.5,0.5773502691896257,3,0,0.23094010758347425,2.0,0.0,7.0,1.0
train,DAMIMAS,DAMIMAS_A21B_0550,4,4,26,6.5,1.0,1,0,0.1538461538224852,4.0,9.0,6.0,7.0
train,DAMIMAS,DAMIMAS_A21B_0551,4,4,31,7.75,0.4999999999999999,1,0,0.06451612902393339,6.0,9.0,11.0,5.0
train,DAMIMAS,DAMIMAS_A21B_0552,4,4,18,4.5,0.9999999999999999,3,0,0.2222222221728395,7.0,6.0,4.0,1.0
train,DAMIMAS,DAMIMAS_A21B_0554,4,4,30,7.5,0.5773502691896257,1,0,0.07698003588168609,4.0,8.0,9.0,9.0
train,DAMIMAS,DAMIMAS_A21B_0555,4,4,16,4.0,0.816496580927726,2,0,0.20412414518090047,0.0,8.0,5.0,3.0
train,DAMIMAS,DAMIMAS_A21B_0556,4,4,24,6.0,0.0,2,0,0.0,5.0,6.0,9.0,4.0
train,DAMIMAS,DAMIMAS_A21B_0558,4,4,23,5.75,0.9574271077563381,1,0,0.16650906218953548,0.0,10.0,8.0,5.0
train,DAMIMAS,DAMIMAS_A21B_0560,4,4,10,2.5,0.5773502691896257,2,0,0.23094010758347425,0.0,3.0,7.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0561,4,4,23,5.75,0.9574271077563382,3,0,0.1665090621895355,2.0,5.0,12.0,4.0
train,DAMIMAS,DAMIMAS_A21B_0562,4,4,23,5.75,0.9574271077563381,3,0,0.16650906218953548,3.0,6.0,10.0,4.0
train,DAMIMAS,DAMIMAS_A21B_0563,4,4,18,4.5,0.5773502691896258,2,0,0.12830005979140574,5.0,6.0,7.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0565,4,4,20,5.0,0.816496580927726,1,0,0.16329931615288534,0.0,0.0,15.0,5.0
train,DAMIMAS,DAMIMAS_A21B_0569,4,4,24,6.0,0.816496580927726,3,0,0.13608276346527387,4.0,4.0,10.0,6.0
train,DAMIMAS,DAMIMAS_A21B_0570,4,4,21,5.25,0.5,2,0,0.09523809521995465,0.0,5.0,10.0,6.0
train,DAMIMAS,DAMIMAS_A21B_0572,4,4,16,4.0,1.4142135623730951,3,0,0.35355339050488543,4.0,7.0,3.0,2.0
train,DAMIMAS,DAMIMAS_A21B_0574,4,4,13,3.25,0.5,2,0,0.15384615379881655,0.0,1.0,7.0,5.0
train,DAMIMAS,DAMIMAS_A21B_0577,4,4,15,3.75,0.49999999999999994,4,0,0.13333333329777777,3.0,3.0,6.0,3.0
train,DAMIMAS,DAMIMAS_A21B_0578,4,4,12,3.0,0.816496580927726,3,0,0.2721655268851868,2.0,5.0,4.0,1.0
train,DAMIMAS,DAMIMAS_A21B_0579,4,4,28,7.0,2.160246899469287,2,0,0.30860669988009715,9.0,7.0,10.0,2.0
train,DAMIMAS,DAMIMAS_A21B_0580,4,4,25,6.25,0.4999999999999999,3,0,0.07999999998719998,4.0,10.0,9.0,2.0
train,DAMIMAS,DAMIMAS_A21B_0581,4,4,20,5.0,0.816496580927726,3,0,0.16329931615288534,2.0,4.0,10.0,4.0
train,DAMIMAS,DAMIMAS_A21B_0582,4,4,26,6.5,0.5773502691896257,2,0,0.0888231183232004,4.0,8.0,9.0,5.0
train,DAMIMAS,DAMIMAS_A21B_0585,4,4,21,5.25,0.9574271077563381,4,0,0.18236706810932782,3.0,3.0,10.0,5.0
train,DAMIMAS,DAMIMAS_A21B_0586,4,4,15,3.75,0.9574271077563381,2,0,0.25531389533360643,0.0,5.0,6.0,4.0
train,DAMIMAS,DAMIMAS_A21B_0587,4,4,5,1.25,0.5,1,0,0.39999999968,5.0,0.0,0.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0589,4,4,25,6.25,1.2583057392117918,4,0,0.20132891824167407,2.0,4.0,16.0,3.0
train,DAMIMAS,DAMIMAS_A21B_0590,4,4,23,5.75,0.9574271077563381,1,0,0.16650906218953548,6.0,6.0,5.0,6.0
train,DAMIMAS,DAMIMAS_A21B_0591,4,4,23,5.75,1.2583057392117916,2,0,0.21883578069442708,4.0,9.0,9.0,1.0
train,DAMIMAS,DAMIMAS_A21B_0592,4,4,14,3.5,0.5773502691896257,4,0,0.16495721972133387,2.0,2.0,9.0,1.0
train,DAMIMAS,DAMIMAS_A21B_0595,4,4,24,6.0,0.816496580927726,1,0,0.13608276346527387,5.0,8.0,11.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0596,4,4,23,5.75,0.9574271077563382,1,0,0.1665090621895355,0.0,4.0,14.0,5.0
train,DAMIMAS,DAMIMAS_A21B_0597,4,4,15,3.75,0.5,2,0,0.13333333329777777,0.0,0.0,12.0,3.0
train,DAMIMAS,DAMIMAS_A21B_0598,4,4,19,4.75,0.4999999999999999,2,0,0.10526315787257615,1.0,8.0,6.0,4.0
train,DAMIMAS,DAMIMAS_A21B_0599,4,4,24,6.0,0.816496580927726,2,0,0.13608276346527387,5.0,7.0,10.0,2.0
train,DAMIMAS,DAMIMAS_A21B_0600,4,4,28,7.0,1.4142135623730951,3,0,0.20203050888158067,4.0,4.0,14.0,6.0
train,DAMIMAS,DAMIMAS_A21B_0601,4,4,11,2.75,0.9574271077563381,2,0,0.34815531178479375,0.0,0.0,9.0,2.0
train,DAMIMAS,DAMIMAS_A21B_0602,4,4,26,6.5,1.0,1,0,0.1538461538224852,6.0,8.0,7.0,5.0
train,DAMIMAS,DAMIMAS_A21B_0603,4,4,18,4.5,0.5773502691896257,2,0,0.1283000597914057,4.0,8.0,5.0,1.0
train,DAMIMAS,DAMIMAS_A21B_0605,4,4,21,5.25,0.4999999999999999,2,0,0.09523809521995463,0.0,5.0,12.0,4.0
train,DAMIMAS,DAMIMAS_A21B_0606,4,4,22,5.5,1.2909944487358056,2,0,0.2347262633638326,1.0,6.0,7.0,8.0
train,DAMIMAS,DAMIMAS_A21B_0607,4,4,25,6.25,0.5,2,0,0.0799999999872,6.0,8.0,9.0,2.0
train,DAMIMAS,DAMIMAS_A21B_0609,4,4,19,4.75,0.4999999999999999,2,0,0.10526315787257615,1.0,3.0,10.0,5.0
train,DAMIMAS,DAMIMAS_A21B_0610,4,4,20,5.0,1.414213562373095,1,0,0.2828427124180504,0.0,10.0,5.0,5.0
train,DAMIMAS,DAMIMAS_A21B_0611,4,4,20,5.0,1.414213562373095,2,0,0.2828427124180504,0.0,12.0,7.0,1.0
train,DAMIMAS,DAMIMAS_A21B_0612,4,4,14,3.5,0.5773502691896257,3,0,0.16495721972133387,0.0,1.0,12.0,1.0
train,DAMIMAS,DAMIMAS_A21B_0613,4,4,10,2.5,0.5773502691896257,3,0,0.23094010758347425,0.0,1.0,7.0,2.0
train,DAMIMAS,DAMIMAS_A21B_0614,4,4,25,6.25,0.9574271077563381,2,0,0.15318833721650396,3.0,10.0,7.0,5.0
train,DAMIMAS,DAMIMAS_A21B_0615,4,4,22,5.5,0.5773502691896257,2,0,0.10497277619720963,5.0,9.0,7.0,1.0
train,DAMIMAS,DAMIMAS_A21B_0616,4,4,22,5.5,0.5773502691896258,2,0,0.10497277619720964,4.0,3.0,9.0,6.0
train,DAMIMAS,DAMIMAS_A21B_0617,4,4,21,5.25,0.5,2,0,0.09523809521995465,5.0,5.0,8.0,3.0
train,DAMIMAS,DAMIMAS_A21B_0619,4,4,26,6.5,0.5773502691896257,1,0,0.0888231183232004,10.0,6.0,10.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0620,4,4,25,6.25,0.9574271077563382,4,0,0.153188337216504,2.0,4.0,15.0,4.0
train,DAMIMAS,DAMIMAS_A21B_0621,4,4,27,6.75,0.9574271077563381,2,0,0.1418410529799255,5.0,5.0,13.0,4.0
train,DAMIMAS,DAMIMAS_A21B_0622,4,4,24,6.0,0.816496580927726,2,0,0.13608276346527387,3.0,10.0,6.0,5.0
train,DAMIMAS,DAMIMAS_A21B_0623,4,4,23,5.75,0.5,1,0,0.08695652172400756,4.0,8.0,11.0,0.0
