image_path,label_path,stem,split,source_key,source,tree_id,view_id,width_px,height_px,file_size_bytes,label_count,is_empty,unique_class_count,class_combo,has_B1,has_B2,has_B3,has_B4
dataset_640\images\train\DAMIMAS_A21B_0752_3.jpg,dataset_640\labels\train\DAMIMAS_A21B_0752_3.txt,DAMIMAS_A21B_0752_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0752,3,640,853,350042,4,0,2,B2+B3,0,1,1,0
dataset_640\images\train\DAMIMAS_A21B_0752_4.jpg,dataset_640\labels\train\DAMIMAS_A21B_0752_4.txt,DAMIMAS_A21B_0752_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0752,4,640,853,378972,3,0,2,B1+B3,1,0,1,0
dataset_640\images\train\DAMIMAS_A21B_0754_1.jpg,dataset_640\labels\train\DAMIMAS_A21B_0754_1.txt,DAMIMAS_A21B_0754_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0754,1,640,853,365617,0,1,0,EMPTY,0,0,0,0
dataset_640\images\train\DAMIMAS_A21B_0754_2.jpg,dataset_640\labels\train\DAMIMAS_A21B_0754_2.txt,DAMIMAS_A21B_0754_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0754,2,640,853,203012,1,0,1,B3,0,0,1,0
dataset_640\images\train\DAMIMAS_A21B_0754_3.jpg,dataset_640\labels\train\DAMIMAS_A21B_0754_3.txt,DAMIMAS_A21B_0754_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0754,3,640,853,378075,1,0,1,B3,0,0,1,0
dataset_640\images\train\DAMIMAS_A21B_0754_4.jpg,dataset_640\labels\train\DAMIMAS_A21B_0754_4.txt,DAMIMAS_A21B_0754_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0754,4,640,853,361152,1,0,1,B1,1,0,0,0
dataset_640\images\train\DAMIMAS_A21B_0758_1.jpg,dataset_640\labels\train\DAMIMAS_A21B_0758_1.txt,DAMIMAS_A21B_0758_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0758,1,640,853,359726,2,0,2,B2+B3,0,1,1,0
dataset_640\images\train\DAMIMAS_A21B_0758_2.jpg,dataset_640\labels\train\DAMIMAS_A21B_0758_2.txt,DAMIMAS_A21B_0758_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0758,2,640,853,364263,3,0,3,B1+B2+B4,1,1,0,1
dataset_640\images\train\DAMIMAS_A21B_0758_3.jpg,dataset_640\labels\train\DAMIMAS_A21B_0758_3.txt,DAMIMAS_A21B_0758_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0758,3,640,853,386101,1,0,1,B1,1,0,0,0
dataset_640\images\train\DAMIMAS_A21B_0758_4.jpg,dataset_640\labels\train\DAMIMAS_A21B_0758_4.txt,DAMIMAS_A21B_0758_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0758,4,640,853,379445,3,0,3,B2+B3+B4,0,1,1,1
dataset_640\images\train\DAMIMAS_A21B_0759_1.jpg,dataset_640\labels\train\DAMIMAS_A21B_0759_1.txt,DAMIMAS_A21B_0759_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0759,1,640,853,351561,5,0,2,B3+B4,0,0,1,1
dataset_640\images\train\DAMIMAS_A21B_0759_2.jpg,dataset_640\labels\train\DAMIMAS_A21B_0759_2.txt,DAMIMAS_A21B_0759_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0759,2,640,853,342139,5,0,2,B3+B4,0,0,1,1
dataset_640\images\train\DAMIMAS_A21B_0759_3.jpg,dataset_640\labels\train\DAMIMAS_A21B_0759_3.txt,DAMIMAS_A21B_0759_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0759,3,640,853,345633,5,0,2,B3+B4,0,0,1,1
dataset_640\images\train\DAMIMAS_A21B_0759_4.jpg,dataset_640\labels\train\DAMIMAS_A21B_0759_4.txt,DAMIMAS_A21B_0759_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0759,4,640,853,344258,6,0,2,B3+B4,0,0,1,1
dataset_640\images\train\DAMIMAS_A21B_0760_1.jpg,dataset_640\labels\train\DAMIMAS_A21B_0760_1.txt,DAMIMAS_A21B_0760_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0760,1,640,853,357964,5,0,2,B3+B4,0,0,1,1
dataset_640\images\train\DAMIMAS_A21B_0760_2.jpg,dataset_640\labels\train\DAMIMAS_A21B_0760_2.txt,DAMIMAS_A21B_0760_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0760,2,640,853,316129,4,0,2,B3+B4,0,0,1,1
dataset_640\images\train\DAMIMAS_A21B_0760_3.jpg,dataset_640\labels\train\DAMIMAS_A21B_0760_3.txt,DAMIMAS_A21B_0760_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0760,3,640,853,325207,3,0,1,B3,0,0,1,0
dataset_640\images\train\DAMIMAS_A21B_0760_4.jpg,dataset_640\labels\train\DAMIMAS_A21B_0760_4.txt,DAMIMAS_A21B_0760_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0760,4,640,853,364833,5,0,2,B3+B4,0,0,1,1
dataset_640\images\train\DAMIMAS_A21B_0761_1.jpg,dataset_640\labels\train\DAMIMAS_A21B_0761_1.txt,DAMIMAS_A21B_0761_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0761,1,640,853,352274,7,0,3,B2+B3+B4,0,1,1,1
dataset_640\images\train\DAMIMAS_A21B_0761_2.jpg,dataset_640\labels\train\DAMIMAS_A21B_0761_2.txt,DAMIMAS_A21B_0761_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0761,2,640,853,316300,5,0,3,B2+B3+B4,0,1,1,1
dataset_640\images\train\DAMIMAS_A21B_0761_3.jpg,dataset_640\labels\train\DAMIMAS_A21B_0761_3.txt,DAMIMAS_A21B_0761_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0761,3,640,853,350632,6,0,3,B1+B3+B4,1,0,1,1
dataset_640\images\train\DAMIMAS_A21B_0761_4.jpg,dataset_640\labels\train\DAMIMAS_A21B_0761_4.txt,DAMIMAS_A21B_0761_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0761,4,640,853,375259,5,0,3,B1+B3+B4,1,0,1,1
dataset_640\images\train\DAMIMAS_A21B_0762_1.jpg,dataset_640\labels\train\DAMIMAS_A21B_0762_1.txt,DAMIMAS_A21B_0762_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0762,1,640,853,354890,0,1,0,EMPTY,0,0,0,0
dataset_640\images\train\DAMIMAS_A21B_0762_2.jpg,dataset_640\labels\train\DAMIMAS_A21B_0762_2.txt,DAMIMAS_A21B_0762_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0762,2,640,853,357232,2,0,1,B3,0,0,1,0
dataset_640\images\train\DAMIMAS_A21B_0762_3.jpg,dataset_640\labels\train\DAMIMAS_A21B_0762_3.txt,DAMIMAS_A21B_0762_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0762,3,640,853,363054,2,0,1,B3,0,0,1,0
dataset_640\images\train\DAMIMAS_A21B_0762_4.jpg,dataset_640\labels\train\DAMIMAS_A21B_0762_4.txt,DAMIMAS_A21B_0762_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0762,4,640,853,391317,2,0,2,B2+B3,0,1,1,0
dataset_640\images\train\DAMIMAS_A21B_0764_1.jpg,dataset_640\labels\train\DAMIMAS_A21B_0764_1.txt,DAMIMAS_A21B_0764_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0764,1,640,853,386293,3,0,2,B3+B4,0,0,1,1
dataset_640\images\train\DAMIMAS_A21B_0764_2.jpg,dataset_640\labels\train\DAMIMAS_A21B_0764_2.txt,DAMIMAS_A21B_0764_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0764,2,640,853,358933,1,0,1,B3,0,0,1,0
dataset_640\images\train\DAMIMAS_A21B_0764_3.jpg,dataset_640\labels\train\DAMIMAS_A21B_0764_3.txt,DAMIMAS_A21B_0764_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0764,3,640,853,402670,4,0,3,B2+B3+B4,0,1,1,1
dataset_640\images\train\DAMIMAS_A21B_0764_4.jpg,dataset_640\labels\train\DAMIMAS_A21B_0764_4.txt,DAMIMAS_A21B_0764_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0764,4,640,853,404197,3,0,2,B2+B3,0,1,1,0
dataset_640\images\train\DAMIMAS_A21B_0765_1.jpg,dataset_640\labels\train\DAMIMAS_A21B_0765_1.txt,DAMIMAS_A21B_0765_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0765,1,640,853,346996,5,0,3,B1+B3+B4,1,0,1,1
dataset_640\images\train\DAMIMAS_A21B_0765_2.jpg,dataset_640\labels\train\DAMIMAS_A21B_0765_2.txt,DAMIMAS_A21B_0765_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0765,2,640,853,341989,4,0,3,B1+B3+B4,1,0,1,1
dataset_640\images\train\DAMIMAS_A21B_0765_3.jpg,dataset_640\labels\train\DAMIMAS_A21B_0765_3.txt,DAMIMAS_A21B_0765_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0765,3,640,853,374610,4,0,3,B1+B2+B3,1,1,1,0
dataset_640\images\train\DAMIMAS_A21B_0765_4.jpg,dataset_640\labels\train\DAMIMAS_A21B_0765_4.txt,DAMIMAS_A21B_0765_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0765,4,640,853,411749,5,0,3,B2+B3+B4,0,1,1,1
dataset_640\images\train\DAMIMAS_A21B_0766_1.jpg,dataset_640\labels\train\DAMIMAS_A21B_0766_1.txt,DAMIMAS_A21B_0766_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0766,1,640,853,370195,4,0,3,B1+B3+B4,1,0,1,1
dataset_640\images\train\DAMIMAS_A21B_0766_2.jpg,dataset_640\labels\train\DAMIMAS_A21B_0766_2.txt,DAMIMAS_A21B_0766_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0766,2,640,853,342569,2,0,2,B3+B4,0,0,1,1
dataset_640\images\train\DAMIMAS_A21B_0766_3.jpg,dataset_640\labels\train\DAMIMAS_A21B_0766_3.txt,DAMIMAS_A21B_0766_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0766,3,640,853,363283,3,0,3,B2+B3+B4,0,1,1,1
dataset_640\images\train\DAMIMAS_A21B_0766_4.jpg,dataset_640\labels\train\DAMIMAS_A21B_0766_4.txt,DAMIMAS_A21B_0766_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0766,4,640,853,367804,3,0,3,B1+B3+B4,1,0,1,1
dataset_640\images\train\DAMIMAS_A21B_0767_1.jpg,dataset_640\labels\train\DAMIMAS_A21B_0767_1.txt,DAMIMAS_A21B_0767_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0767,1,640,853,362243,4,0,2,B2+B3,0,1,1,0
dataset_640\images\train\DAMIMAS_A21B_0767_2.jpg,dataset_640\labels\train\DAMIMAS_A21B_0767_2.txt,DAMIMAS_A21B_0767_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0767,2,640,853,346268,4,0,3,B1+B2+B3,1,1,1,0
dataset_640\images\train\DAMIMAS_A21B_0767_3.jpg,dataset_640\labels\train\DAMIMAS_A21B_0767_3.txt,DAMIMAS_A21B_0767_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0767,3,640,853,361956,3,0,3,B1+B2+B3,1,1,1,0
dataset_640\images\train\DAMIMAS_A21B_0767_4.jpg,dataset_640\labels\train\DAMIMAS_A21B_0767_4.txt,DAMIMAS_A21B_0767_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0767,4,640,853,381886,5,0,4,B1+B2+B3+B4,1,1,1,1
dataset_640\images\train\DAMIMAS_A21B_0769_1.jpg,dataset_640\labels\train\DAMIMAS_A21B_0769_1.txt,DAMIMAS_A21B_0769_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0769,1,640,853,348392,6,0,3,B2+B3+B4,0,1,1,1
dataset_640\images\train\DAMIMAS_A21B_0769_2.jpg,dataset_640\labels\train\DAMIMAS_A21B_0769_2.txt,DAMIMAS_A21B_0769_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0769,2,640,853,319177,7,0,3,B2+B3+B4,0,1,1,1
dataset_640\images\train\DAMIMAS_A21B_0769_3.jpg,dataset_640\labels\train\DAMIMAS_A21B_0769_3.txt,DAMIMAS_A21B_0769_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0769,3,640,853,355654,6,0,1,B3,0,0,1,0
dataset_640\images\train\DAMIMAS_A21B_0769_4.jpg,dataset_640\labels\train\DAMIMAS_A21B_0769_4.txt,DAMIMAS_A21B_0769_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0769,4,640,853,375612,7,0,2,B3+B4,0,0,1,1
dataset_640\images\train\DAMIMAS_A21B_0770_1.jpg,dataset_640\labels\train\DAMIMAS_A21B_0770_1.txt,DAMIMAS_A21B_0770_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0770,1,640,853,371615,4,0,2,B2+B3,0,1,1,0
dataset_640\images\train\DAMIMAS_A21B_0770_2.jpg,dataset_640\labels\train\DAMIMAS_A21B_0770_2.txt,DAMIMAS_A21B_0770_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0770,2,640,853,371865,5,0,2,B3+B4,0,0,1,1
dataset_640\images\train\DAMIMAS_A21B_0770_3.jpg,dataset_640\labels\train\DAMIMAS_A21B_0770_3.txt,DAMIMAS_A21B_0770_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0770,3,640,853,370174,3,0,2,B2+B3,0,1,1,0
dataset_640\images\train\DAMIMAS_A21B_0770_4.jpg,dataset_640\labels\train\DAMIMAS_A21B_0770_4.txt,DAMIMAS_A21B_0770_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0770,4,640,853,386852,4,0,2,B3+B4,0,0,1,1
dataset_640\images\train\DAMIMAS_A21B_0771_1.jpg,dataset_640\labels\train\DAMIMAS_A21B_0771_1.txt,DAMIMAS_A21B_0771_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0771,1,640,853,318336,4,0,2,B3+B4,0,0,1,1
dataset_640\images\train\DAMIMAS_A21B_0771_2.jpg,dataset_640\labels\train\DAMIMAS_A21B_0771_2.txt,DAMIMAS_A21B_0771_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0771,2,640,853,361344,4,0,2,B2+B3,0,1,1,0
dataset_640\images\train\DAMIMAS_A21B_0771_3.jpg,dataset_640\labels\train\DAMIMAS_A21B_0771_3.txt,DAMIMAS_A21B_0771_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0771,3,640,853,391996,3,0,2,B2+B3,0,1,1,0
dataset_640\images\train\DAMIMAS_A21B_0771_4.jpg,dataset_640\labels\train\DAMIMAS_A21B_0771_4.txt,DAMIMAS_A21B_0771_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0771,4,640,853,371341,4,0,2,B2+B3,0,1,1,0
dataset_640\images\train\DAMIMAS_A21B_0773_1.jpg,dataset_640\labels\train\DAMIMAS_A21B_0773_1.txt,DAMIMAS_A21B_0773_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0773,1,640,853,388595,6,0,3,B2+B3+B4,0,1,1,1
dataset_640\images\train\DAMIMAS_A21B_0773_2.jpg,dataset_640\labels\train\DAMIMAS_A21B_0773_2.txt,DAMIMAS_A21B_0773_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0773,2,640,853,310604,2,0,2,B2+B3,0,1,1,0
dataset_640\images\train\DAMIMAS_A21B_0773_3.jpg,dataset_640\labels\train\DAMIMAS_A21B_0773_3.txt,DAMIMAS_A21B_0773_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0773,3,640,853,345692,4,0,1,B3,0,0,1,0
dataset_640\images\train\DAMIMAS_A21B_0773_4.jpg,dataset_640\labels\train\DAMIMAS_A21B_0773_4.txt,DAMIMAS_A21B_0773_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0773,4,640,853,393516,4,0,3,B1+B2+B3,1,1,1,0
dataset_640\images\train\DAMIMAS_A21B_0774_1.jpg,dataset_640\labels\train\DAMIMAS_A21B_0774_1.txt,DAMIMAS_A21B_0774_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0774,1,640,853,357876,2,0,2,B1+B3,1,0,1,0
dataset_640\images\train\DAMIMAS_A21B_0774_2.jpg,dataset_640\labels\train\DAMIMAS_A21B_0774_2.txt,DAMIMAS_A21B_0774_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0774,2,640,853,337421,1,0,1,B3,0,0,1,0
dataset_640\images\train\DAMIMAS_A21B_0774_3.jpg,dataset_640\labels\train\DAMIMAS_A21B_0774_3.txt,DAMIMAS_A21B_0774_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0774,3,640,853,321536,2,0,1,B3,0,0,1,0
dataset_640\images\train\DAMIMAS_A21B_0774_4.jpg,dataset_640\labels\train\DAMIMAS_A21B_0774_4.txt,DAMIMAS_A21B_0774_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0774,4,640,853,334541,3,0,2,B2+B3,0,1,1,0
dataset_640\images\train\DAMIMAS_A21B_0775_1.jpg,dataset_640\labels\train\DAMIMAS_A21B_0775_1.txt,DAMIMAS_A21B_0775_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0775,1,640,853,367718,5,0,2,B3+B4,0,0,1,1
dataset_640\images\train\DAMIMAS_A21B_0775_2.jpg,dataset_640\labels\train\DAMIMAS_A21B_0775_2.txt,DAMIMAS_A21B_0775_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0775,2,640,853,361359,3,0,2,B2+B3,0,1,1,0
dataset_640\images\train\DAMIMAS_A21B_0775_3.jpg,dataset_640\labels\train\DAMIMAS_A21B_0775_3.txt,DAMIMAS_A21B_0775_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0775,3,640,853,346799,5,0,2,B2+B3,0,1,1,0
dataset_640\images\train\DAMIMAS_A21B_0775_4.jpg,dataset_640\labels\train\DAMIMAS_A21B_0775_4.txt,DAMIMAS_A21B_0775_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0775,4,640,853,350484,4,0,2,B2+B3,0,1,1,0
dataset_640\images\train\DAMIMAS_A21B_0777_1.jpg,dataset_640\labels\train\DAMIMAS_A21B_0777_1.txt,DAMIMAS_A21B_0777_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0777,1,640,853,374677,4,0,3,B1+B3+B4,1,0,1,1
dataset_640\images\train\DAMIMAS_A21B_0777_2.jpg,dataset_640\labels\train\DAMIMAS_A21B_0777_2.txt,DAMIMAS_A21B_0777_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0777,2,640,853,328116,4,0,2,B2+B4,0,1,0,1
dataset_640\images\train\DAMIMAS_A21B_0777_3.jpg,dataset_640\labels\train\DAMIMAS_A21B_0777_3.txt,DAMIMAS_A21B_0777_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0777,3,640,853,346306,5,0,3,B1+B3+B4,1,0,1,1
dataset_640\images\train\DAMIMAS_A21B_0777_4.jpg,dataset_640\labels\train\DAMIMAS_A21B_0777_4.txt,DAMIMAS_A21B_0777_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0777,4,640,853,384578,5,0,2,B1+B3,1,0,1,0
dataset_640\images\train\DAMIMAS_A21B_0778_1.jpg,dataset_640\labels\train\DAMIMAS_A21B_0778_1.txt,DAMIMAS_A21B_0778_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0778,1,640,853,342340,2,0,2,B3+B4,0,0,1,1
dataset_640\images\train\DAMIMAS_A21B_0778_2.jpg,dataset_640\labels\train\DAMIMAS_A21B_0778_2.txt,DAMIMAS_A21B_0778_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0778,2,640,853,366108,4,0,2,B3+B4,0,0,1,1
dataset_640\images\train\DAMIMAS_A21B_0778_3.jpg,dataset_640\labels\train\DAMIMAS_A21B_0778_3.txt,DAMIMAS_A21B_0778_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0778,3,640,853,370263,2,0,1,B3,0,0,1,0
dataset_640\images\train\DAMIMAS_A21B_0778_4.jpg,dataset_640\labels\train\DAMIMAS_A21B_0778_4.txt,DAMIMAS_A21B_0778_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0778,4,640,853,364453,2,0,2,B3+B4,0,0,1,1
dataset_640\images\train\DAMIMAS_A21B_0780_1.jpg,dataset_640\labels\train\DAMIMAS_A21B_0780_1.txt,DAMIMAS_A21B_0780_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0780,1,640,853,396617,2,0,1,B4,0,0,0,1
dataset_640\images\train\DAMIMAS_A21B_0780_2.jpg,dataset_640\labels\train\DAMIMAS_A21B_0780_2.txt,DAMIMAS_A21B_0780_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0780,2,640,853,386095,2,0,2,B3+B4,0,0,1,1
dataset_640\images\train\DAMIMAS_A21B_0780_3.jpg,dataset_640\labels\train\DAMIMAS_A21B_0780_3.txt,DAMIMAS_A21B_0780_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0780,3,640,853,390311,2,0,1,B4,0,0,0,1
dataset_640\images\train\DAMIMAS_A21B_0780_4.jpg,dataset_640\labels\train\DAMIMAS_A21B_0780_4.txt,DAMIMAS_A21B_0780_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0780,4,640,853,397265,1,0,1,B4,0,0,0,1
dataset_640\images\train\DAMIMAS_A21B_0782_1.jpg,dataset_640\labels\train\DAMIMAS_A21B_0782_1.txt,DAMIMAS_A21B_0782_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0782,1,640,853,373401,2,0,1,B3,0,0,1,0
dataset_640\images\train\DAMIMAS_A21B_0782_2.jpg,dataset_640\labels\train\DAMIMAS_A21B_0782_2.txt,DAMIMAS_A21B_0782_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0782,2,640,853,309131,0,1,0,EMPTY,0,0,0,0
dataset_640\images\train\DAMIMAS_A21B_0782_3.jpg,dataset_640\labels\train\DAMIMAS_A21B_0782_3.txt,DAMIMAS_A21B_0782_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0782,3,640,853,353159,2,0,2,B3+B4,0,0,1,1
dataset_640\images\train\DAMIMAS_A21B_0782_4.jpg,dataset_640\labels\train\DAMIMAS_A21B_0782_4.txt,DAMIMAS_A21B_0782_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0782,4,640,853,366133,1,0,1,B3,0,0,1,0
dataset_640\images\train\DAMIMAS_A21B_0784_1.jpg,dataset_640\labels\train\DAMIMAS_A21B_0784_1.txt,DAMIMAS_A21B_0784_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0784,1,640,853,375747,4,0,2,B2+B3,0,1,1,0
dataset_640\images\train\DAMIMAS_A21B_0784_2.jpg,dataset_640\labels\train\DAMIMAS_A21B_0784_2.txt,DAMIMAS_A21B_0784_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0784,2,640,853,387326,3,0,2,B2+B3,0,1,1,0
dataset_640\images\train\DAMIMAS_A21B_0784_3.jpg,dataset_640\labels\train\DAMIMAS_A21B_0784_3.txt,DAMIMAS_A21B_0784_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0784,3,640,853,320663,2,0,2,B2+B4,0,1,0,1
dataset_640\images\train\DAMIMAS_A21B_0784_4.jpg,dataset_640\labels\train\DAMIMAS_A21B_0784_4.txt,DAMIMAS_A21B_0784_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0784,4,640,853,377890,4,0,2,B2+B3,0,1,1,0
dataset_640\images\train\DAMIMAS_A21B_0785_1.jpg,dataset_640\labels\train\DAMIMAS_A21B_0785_1.txt,DAMIMAS_A21B_0785_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0785,1,640,853,348422,3,0,2,B2+B3,0,1,1,0
dataset_640\images\train\DAMIMAS_A21B_0785_2.jpg,dataset_640\labels\train\DAMIMAS_A21B_0785_2.txt,DAMIMAS_A21B_0785_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0785,2,640,853,377293,3,0,2,B2+B3,0,1,1,0
dataset_640\images\train\DAMIMAS_A21B_0785_3.jpg,dataset_640\labels\train\DAMIMAS_A21B_0785_3.txt,DAMIMAS_A21B_0785_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0785,3,640,853,271578,4,0,2,B2+B3,0,1,1,0
dataset_640\images\train\DAMIMAS_A21B_0785_4.jpg,dataset_640\labels\train\DAMIMAS_A21B_0785_4.txt,DAMIMAS_A21B_0785_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0785,4,640,853,353045,4,0,2,B2+B3,0,1,1,0
dataset_640\images\train\DAMIMAS_A21B_0786_1.jpg,dataset_640\labels\train\DAMIMAS_A21B_0786_1.txt,DAMIMAS_A21B_0786_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0786,1,640,853,372339,2,0,2,B1+B3,1,0,1,0
dataset_640\images\train\DAMIMAS_A21B_0786_2.jpg,dataset_640\labels\train\DAMIMAS_A21B_0786_2.txt,DAMIMAS_A21B_0786_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0786,2,640,853,405072,2,0,2,B1+B2,1,1,0,0
dataset_640\images\train\DAMIMAS_A21B_0786_3.jpg,dataset_640\labels\train\DAMIMAS_A21B_0786_3.txt,DAMIMAS_A21B_0786_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0786,3,640,853,345888,1,0,1,B3,0,0,1,0
dataset_640\images\train\DAMIMAS_A21B_0786_4.jpg,dataset_640\labels\train\DAMIMAS_A21B_0786_4.txt,DAMIMAS_A21B_0786_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0786,4,640,853,388770,1,0,1,B3,0,0,1,0
dataset_640\images\train\DAMIMAS_A21B_0787_1.jpg,dataset_640\labels\train\DAMIMAS_A21B_0787_1.txt,DAMIMAS_A21B_0787_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0787,1,640,853,416648,3,0,2,B2+B3,0,1,1,0
