tree_id,B1,B2,B3,B4
LONSUM_A21A_0058,0.0,6.0,6.0,6.0
LONSUM_A21A_0059,0.0,1.0,14.0,4.0
LONSUM_A21A_0060,0.0,3.0,9.0,0.0
LONSUM_A21A_0061,2.0,1.0,8.0,0.0
LONSUM_A21A_0062,0.0,5.0,7.0,2.0
LONSUM_A21A_0063,1.0,2.0,11.0,6.0
LONSUM_A21A_0064,1.0,1.0,5.0,0.0
LONSUM_A21A_0065,0.0,1.0,9.0,3.0
LONSUM_A21A_0066,0.0,2.0,7.0,4.0
LONSUM_A21A_0067,0.0,8.0,10.0,1.0
LONSUM_A21A_0068,0.0,6.0,10.0,0.0
LONSUM_A21A_0069,0.0,0.0,1.0,4.0
LONSUM_A21A_0070,0.0,5.0,5.0,2.0
LONSUM_A21A_0071,0.0,2.0,5.0,1.0
LONSUM_A21A_0072,0.0,0.0,1.0,0.0
LONSUM_A21A_0073,0.0,0.0,1.0,1.0
LONSUM_A21A_0074,0.0,2.0,5.0,2.0
LONSUM_A21A_0075,0.0,0.0,9.0,2.0
LONSUM_A21A_0076,0.0,1.0,11.0,0.0
LONSUM_A21A_0077,0.0,0.0,3.0,4.0
LONSUM_A21A_0078,0.0,5.0,5.0,7.0
LONSUM_A21A_0079,0.0,0.0,8.0,0.0
LONSUM_A21A_0080,0.0,0.0,5.0,0.0
LONSUM_A21A_0081,0.0,0.0,3.0,4.0
LONSUM_A21A_0082,0.0,3.0,3.0,1.0
LONSUM_A21A_0083,0.0,2.0,14.0,1.0
LONSUM_A21A_0084,0.0,0.0,4.0,0.0
LONSUM_A21A_0085,0.0,0.0,1.0,1.0
LONSUM_A21A_0086,0.0,2.0,5.0,3.0
LONSUM_A21A_0087,0.0,0.0,9.0,0.0
LONSUM_A21A_0088,1.0,5.0,12.0,0.0
LONSUM_A21A_0090,0.0,2.0,5.0,3.0
LONSUM_A21A_0091,0.0,1.0,13.0,2.0
LONSUM_A21A_0092,0.0,2.0,11.0,0.0
LONSUM_A21A_0093,0.0,0.0,7.0,0.0
LONSUM_A21A_0094,1.0,1.0,7.0,3.0
LONSUM_A21A_0095,0.0,2.0,6.0,4.0
LONSUM_A21A_0096,0.0,0.0,9.0,0.0
LONSUM_A21A_0097,0.0,0.0,3.0,2.0
LONSUM_A21A_0098,0.0,4.0,3.0,2.0
LONSUM_A21A_0099,0.0,0.0,14.0,2.0
