instance_id,line_index,image_path,stem,split,source_key,source,tree_id,view_id,class_id,class_name,x_center,y_center,bbox_w,bbox_h,bbox_area,aspect_ratio,image_label_count,crowding_others
7678,0,dataset_640\images\train\DAMIMAS_A21B_0587_1.jpg,DAMIMAS_A21B_0587_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0587,1,0,B1,0.455959,0.426428,0.19937,0.153768,0.030656726159999995,1.296563654336403,1,0
7679,0,dataset_640\images\train\DAMIMAS_A21B_0587_2.jpg,DAMIMAS_A21B_0587_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0587,2,0,B1,0.296585,0.466437,0.184074,0.146559,0.026977701365999997,1.2559719976255297,2,1
7680,1,dataset_640\images\train\DAMIMAS_A21B_0587_2.jpg,DAMIMAS_A21B_0587_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0587,2,0,B1,0.721088,0.469938,0.160731,0.12555,0.02017977705,1.280215053763441,2,1
7681,0,dataset_640\images\train\DAMIMAS_A21B_0587_3.jpg,DAMIMAS_A21B_0587_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0587,3,0,B1,0.603238,0.443405,0.164884,0.128119,0.021124773196,1.2869597795799217,1,0
7682,0,dataset_640\images\train\DAMIMAS_A21B_0587_4.jpg,DAMIMAS_A21B_0587_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0587,4,0,B1,0.646316,0.462623,0.142602,0.110851,0.015807574302000003,1.2864295315333194,1,0
7683,0,dataset_640\images\train\DAMIMAS_A21B_0589_1.jpg,DAMIMAS_A21B_0589_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0589,1,0,B1,0.693418,0.460556,0.178599,0.159599,0.028504221801,1.119048364964693,6,5
7684,1,dataset_640\images\train\DAMIMAS_A21B_0589_1.jpg,DAMIMAS_A21B_0589_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0589,1,2,B3,0.46884,0.455711,0.188478,0.168149,0.031692387222,1.1208987267245123,6,5
7685,2,dataset_640\images\train\DAMIMAS_A21B_0589_1.jpg,DAMIMAS_A21B_0589_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0589,1,2,B3,0.594999,0.330597,0.171759,0.119699,0.020559380541,1.4349242683731693,6,5
7686,3,dataset_640\images\train\DAMIMAS_A21B_0589_1.jpg,DAMIMAS_A21B_0589_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0589,1,2,B3,0.410321,0.304378,0.164159,0.128819,0.021146798220999997,1.2743384128117747,6,5
7687,4,dataset_640\images\train\DAMIMAS_A21B_0589_1.jpg,DAMIMAS_A21B_0589_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0589,1,2,B3,0.245782,0.423792,0.183159,0.188668,0.034556242211999995,0.9708005597133589,6,5
7688,5,dataset_640\images\train\DAMIMAS_A21B_0589_1.jpg,DAMIMAS_A21B_0589_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0589,1,2,B3,0.759538,0.355107,0.085879,0.068399,0.005874037721,1.2555592918025116,6,5
7689,0,dataset_640\images\train\DAMIMAS_A21B_0589_2.jpg,DAMIMAS_A21B_0589_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0589,2,1,B2,0.45592,0.449441,0.209758,0.145349,0.030488115542,1.4431334236905653,5,4
7690,1,dataset_640\images\train\DAMIMAS_A21B_0589_2.jpg,DAMIMAS_A21B_0589_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0589,2,2,B3,0.370801,0.339717,0.159599,0.108299,0.017284412101,1.473688584382127,5,4
7691,2,dataset_640\images\train\DAMIMAS_A21B_0589_2.jpg,DAMIMAS_A21B_0589_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0589,2,2,B3,0.256422,0.430632,0.128439,0.147629,0.018961321131000002,0.8700119895142553,5,4
7692,3,dataset_640\images\train\DAMIMAS_A21B_0589_2.jpg,DAMIMAS_A21B_0589_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0589,2,2,B3,0.617799,0.410967,0.110959,0.134519,0.014926093721,0.824857455080695,5,4
7693,4,dataset_640\images\train\DAMIMAS_A21B_0589_2.jpg,DAMIMAS_A21B_0589_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0589,2,2,B3,0.733318,0.429207,0.098799,0.113999,0.011262987201,0.8666654970657637,5,4
7694,0,dataset_640\images\train\DAMIMAS_A21B_0589_3.jpg,DAMIMAS_A21B_0589_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0589,3,1,B2,0.388685,0.491728,0.16408,0.168505,0.0276483004,0.9737396516423846,8,7
7695,1,dataset_640\images\train\DAMIMAS_A21B_0589_3.jpg,DAMIMAS_A21B_0589_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0589,3,1,B2,0.707312,0.443985,0.112337,0.127145,0.014283087865000002,0.8835345471705534,8,7
7696,2,dataset_640\images\train\DAMIMAS_A21B_0589_3.jpg,DAMIMAS_A21B_0589_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0589,3,2,B3,0.559572,0.415901,0.145016,0.144506,0.020955682096,1.0035292652208214,8,7
7697,3,dataset_640\images\train\DAMIMAS_A21B_0589_3.jpg,DAMIMAS_A21B_0589_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0589,3,3,B4,0.654208,0.312755,0.11506,0.121017,0.01392421602,0.9507755108786369,8,7
7698,4,dataset_640\images\train\DAMIMAS_A21B_0589_3.jpg,DAMIMAS_A21B_0589_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0589,3,3,B4,0.472086,0.28748,0.182462,0.106209,0.019379106558,1.7179523392556189,8,7
7699,5,dataset_640\images\train\DAMIMAS_A21B_0589_3.jpg,DAMIMAS_A21B_0589_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0589,3,2,B3,0.334218,0.349265,0.142293,0.102124,0.014531530332000001,1.3933355528573106,8,7
7700,6,dataset_640\images\train\DAMIMAS_A21B_0589_3.jpg,DAMIMAS_A21B_0589_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0589,3,2,B3,0.251498,0.322968,0.031318,0.046467,0.001455253506,0.6739836873480104,8,7
7701,7,dataset_640\images\train\DAMIMAS_A21B_0589_3.jpg,DAMIMAS_A21B_0589_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0589,3,2,B3,0.20384,0.419986,0.127996,0.134293,0.017188966828,0.9531099908409225,8,7
7702,0,dataset_640\images\train\DAMIMAS_A21B_0589_4.jpg,DAMIMAS_A21B_0589_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0589,4,0,B1,0.184777,0.498111,0.170207,0.1731,0.0294628317,0.9832871172732525,6,5
7703,1,dataset_640\images\train\DAMIMAS_A21B_0589_4.jpg,DAMIMAS_A21B_0589_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0589,4,2,B3,0.364515,0.4279,0.20561,0.171569,0.035276302089999996,1.198409969166924,6,5
7704,2,dataset_640\images\train\DAMIMAS_A21B_0589_4.jpg,DAMIMAS_A21B_0589_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0589,4,2,B3,0.620507,0.462623,0.15659,0.142974,0.02238829866,1.0952340985074211,6,5
7705,3,dataset_640\images\train\DAMIMAS_A21B_0589_4.jpg,DAMIMAS_A21B_0589_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0589,4,1,B2,0.738971,0.490707,0.081699,0.103145,0.008426843355,0.7920791119298075,6,5
7706,4,dataset_640\images\train\DAMIMAS_A21B_0589_4.jpg,DAMIMAS_A21B_0589_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0589,4,2,B3,0.192056,0.399321,0.05631,0.036199,0.00203836569,1.5555678333655625,6,5
7707,5,dataset_640\images\train\DAMIMAS_A21B_0589_4.jpg,DAMIMAS_A21B_0589_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0589,4,3,B4,0.659879,0.364253,0.077929,0.064103,0.004995482686999999,1.2156841333478934,6,5
7708,0,dataset_640\images\train\DAMIMAS_A21B_0590_1.jpg,DAMIMAS_A21B_0590_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0590,1,0,B1,0.334967,0.45527,0.163399,0.152696,0.024950373704,1.070093519149159,5,4
7709,1,dataset_640\images\train\DAMIMAS_A21B_0590_1.jpg,DAMIMAS_A21B_0590_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0590,1,2,B3,0.476471,0.425,0.133987,0.126471,0.016945469876999998,1.0594286437206948,5,4
7710,2,dataset_640\images\train\DAMIMAS_A21B_0590_1.jpg,DAMIMAS_A21B_0590_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0590,1,1,B2,0.647712,0.441054,0.109804,0.0875,0.00960785,1.2549028571428573,5,4
7711,3,dataset_640\images\train\DAMIMAS_A21B_0590_1.jpg,DAMIMAS_A21B_0590_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0590,1,0,B1,0.727941,0.478554,0.099673,0.095343,0.009503122838999999,1.0454149754045918,5,4
7712,4,dataset_640\images\train\DAMIMAS_A21B_0590_1.jpg,DAMIMAS_A21B_0590_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0590,1,3,B4,0.68317,0.381618,0.067647,0.037255,0.002520188985,1.8157831163602198,5,4
7713,0,dataset_640\images\train\DAMIMAS_A21B_0590_2.jpg,DAMIMAS_A21B_0590_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0590,2,0,B1,0.665686,0.495711,0.146405,0.165441,0.024221389605,0.8849378328225772,6,5
7714,1,dataset_640\images\train\DAMIMAS_A21B_0590_2.jpg,DAMIMAS_A21B_0590_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0590,2,1,B2,0.489379,0.488113,0.146078,0.126716,0.018510419848,1.1527983837873672,6,5
7715,2,dataset_640\images\train\DAMIMAS_A21B_0590_2.jpg,DAMIMAS_A21B_0590_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0590,2,0,B1,0.24183,0.51924,0.072549,0.086029,0.006241317921,0.8433086517337178,6,5
7716,3,dataset_640\images\train\DAMIMAS_A21B_0590_2.jpg,DAMIMAS_A21B_0590_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0590,2,2,B3,0.298203,0.452328,0.126471,0.095343,0.012058124553,1.3264843774582298,6,5
7717,4,dataset_640\images\train\DAMIMAS_A21B_0590_2.jpg,DAMIMAS_A21B_0590_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0590,2,3,B4,0.422222,0.396569,0.083007,0.056863,0.004720027040999999,1.4597717320577528,6,5
7718,5,dataset_640\images\train\DAMIMAS_A21B_0590_2.jpg,DAMIMAS_A21B_0590_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0590,2,3,B4,0.711275,0.42598,0.056536,0.027941,0.001579672376,2.02340646361977,6,5
7719,0,dataset_640\images\train\DAMIMAS_A21B_0590_3.jpg,DAMIMAS_A21B_0590_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0590,3,1,B2,0.559913,0.301879,0.163399,0.147642,0.024124555157999997,1.106724373823167,7,6
7720,1,dataset_640\images\train\DAMIMAS_A21B_0590_3.jpg,DAMIMAS_A21B_0590_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0590,3,0,B1,0.294195,0.383287,0.106598,0.105042,0.011197267116,1.0148131223700996,7,6
7721,2,dataset_640\images\train\DAMIMAS_A21B_0590_3.jpg,DAMIMAS_A21B_0590_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0590,3,2,B3,0.351774,0.299837,0.165733,0.11788,0.019536606039999998,1.4059467254835425,7,6
7722,3,dataset_640\images\train\DAMIMAS_A21B_0590_3.jpg,DAMIMAS_A21B_0590_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0590,3,3,B4,0.362278,0.214052,0.110489,0.051354,0.005674052106,2.151516921758773,7,6
7723,4,dataset_640\images\train\DAMIMAS_A21B_0590_3.jpg,DAMIMAS_A21B_0590_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0590,3,3,B4,0.504279,0.202673,0.073918,0.053105,0.00392541539,1.391921664626683,7,6
7724,5,dataset_640\images\train\DAMIMAS_A21B_0590_3.jpg,DAMIMAS_A21B_0590_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0590,3,2,B3,0.684407,0.242063,0.11827,0.107376,0.01269935952,1.1014565638503948,7,6
7725,6,dataset_640\images\train\DAMIMAS_A21B_0590_3.jpg,DAMIMAS_A21B_0590_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0590,3,1,B2,0.78089,0.329015,0.079365,0.119048,0.009448244520000001,0.6666638666756267,7,6
7726,0,dataset_640\images\train\DAMIMAS_A21B_0590_4.jpg,DAMIMAS_A21B_0590_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0590,4,0,B1,0.485784,0.407475,0.144118,0.101225,0.014588344549999998,1.4237391948629292,5,4
7727,1,dataset_640\images\train\DAMIMAS_A21B_0590_4.jpg,DAMIMAS_A21B_0590_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0590,4,1,B2,0.327124,0.398529,0.107843,0.093627,0.010097016561,1.1518365428775887,5,4
7728,2,dataset_640\images\train\DAMIMAS_A21B_0590_4.jpg,DAMIMAS_A21B_0590_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0590,4,3,B4,0.390033,0.331985,0.138889,0.043873,0.006093477097000001,3.165705559227771,5,4
7729,3,dataset_640\images\train\DAMIMAS_A21B_0590_4.jpg,DAMIMAS_A21B_0590_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0590,4,2,B3,0.609314,0.374142,0.113399,0.104657,0.011867999143,1.083530007548468,5,4
7730,4,dataset_640\images\train\DAMIMAS_A21B_0590_4.jpg,DAMIMAS_A21B_0590_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0590,4,1,B2,0.713072,0.4125,0.073203,0.107843,0.007894431129,0.6787923184629508,5,4
7731,0,dataset_640\images\train\DAMIMAS_A21B_0591_1.jpg,DAMIMAS_A21B_0591_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0591,1,1,B2,0.230892,0.443928,0.147392,0.112545,0.01658823264,1.3096272602070282,7,6
7732,1,dataset_640\images\train\DAMIMAS_A21B_0591_1.jpg,DAMIMAS_A21B_0591_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0591,1,1,B2,0.362945,0.396659,0.146058,0.107043,0.015634486494,1.3644796950758107,7,6
7733,2,dataset_640\images\train\DAMIMAS_A21B_0591_1.jpg,DAMIMAS_A21B_0591_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0591,1,2,B3,0.294585,0.330382,0.088035,0.065526,0.00576858141,1.3435124988554161,7,6
7734,3,dataset_640\images\train\DAMIMAS_A21B_0591_1.jpg,DAMIMAS_A21B_0591_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0591,1,1,B2,0.52401,0.441677,0.122716,0.098039,0.012030953924,1.2517059537530983,7,6
7735,4,dataset_640\images\train\DAMIMAS_A21B_0591_1.jpg,DAMIMAS_A21B_0591_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0591,1,2,B3,0.573363,0.358393,0.142724,0.09954,0.014206746959999999,1.4338356439622262,7,6
7736,5,dataset_640\images\train\DAMIMAS_A21B_0591_1.jpg,DAMIMAS_A21B_0591_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0591,1,2,B3,0.72609,0.42492,0.118714,0.102541,0.012173052274,1.1577222769428814,7,6
7737,6,dataset_640\images\train\DAMIMAS_A21B_0591_1.jpg,DAMIMAS_A21B_0591_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0591,1,0,B1,0.78456,0.49667,0.085707,0.060118,0.005152533426,1.425646229082804,7,6
7738,0,dataset_640\images\train\DAMIMAS_A21B_0591_2.jpg,DAMIMAS_A21B_0591_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0591,2,1,B2,0.508541,0.512478,0.208705,0.148173,0.030924445965,1.4085224703555979,6,5
7739,1,dataset_640\images\train\DAMIMAS_A21B_0591_2.jpg,DAMIMAS_A21B_0591_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0591,2,2,B3,0.573901,0.387979,0.170083,0.130905,0.022264715115,1.299285741568313,6,5
7740,2,dataset_640\images\train\DAMIMAS_A21B_0591_2.jpg,DAMIMAS_A21B_0591_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0591,2,1,B2,0.737299,0.453153,0.138889,0.119764,0.016633902196,1.159689055141779,6,5
7741,3,dataset_640\images\train\DAMIMAS_A21B_0591_2.jpg,DAMIMAS_A21B_0591_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0591,2,2,B3,0.369281,0.420009,0.15003,0.115865,0.017383225949999997,1.2948690286108833,6,5
7742,4,dataset_640\images\train\DAMIMAS_A21B_0591_2.jpg,DAMIMAS_A21B_0591_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0591,2,1,B2,0.184715,0.445354,0.113636,0.089684,0.010191331024,1.2670710494625574,6,5
7743,5,dataset_640\images\train\DAMIMAS_A21B_0591_2.jpg,DAMIMAS_A21B_0591_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0591,2,0,B1,0.255645,0.541444,0.215389,0.16377,0.03527425653,1.3151920376137265,6,5
7744,0,dataset_640\images\train\DAMIMAS_A21B_0591_3.jpg,DAMIMAS_A21B_0591_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0591,3,0,B1,0.661765,0.522059,0.171569,0.125,0.021446125,1.372552,6,5
7745,1,dataset_640\images\train\DAMIMAS_A21B_0591_3.jpg,DAMIMAS_A21B_0591_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0591,3,1,B2,0.482435,0.464461,0.178922,0.144608,0.025873552576,1.2372897764992257,6,5
7746,2,dataset_640\images\train\DAMIMAS_A21B_0591_3.jpg,DAMIMAS_A21B_0591_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0591,3,2,B3,0.678922,0.420956,0.150327,0.102941,0.015474811707,1.4603219319804546,6,5
7747,3,dataset_640\images\train\DAMIMAS_A21B_0591_3.jpg,DAMIMAS_A21B_0591_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0591,3,3,B4,0.344363,0.371936,0.111928,0.085784,0.009601631552,1.3047654574279586,6,5
7748,4,dataset_640\images\train\DAMIMAS_A21B_0591_3.jpg,DAMIMAS_A21B_0591_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0591,3,2,B3,0.211193,0.420037,0.126634,0.099877,0.012647824018,1.2678995164051785,6,5
7749,5,dataset_640\images\train\DAMIMAS_A21B_0591_3.jpg,DAMIMAS_A21B_0591_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0591,3,1,B2,0.256944,0.507966,0.195261,0.13848,0.027039743279999997,1.410030329289428,6,5
7750,0,dataset_640\images\train\DAMIMAS_A21B_0591_4.jpg,DAMIMAS_A21B_0591_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0591,4,0,B1,0.471916,0.424173,0.201185,0.177696,0.03574976976,1.1321864307581488,4,3
7751,1,dataset_640\images\train\DAMIMAS_A21B_0591_4.jpg,DAMIMAS_A21B_0591_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0591,4,1,B2,0.810458,0.421875,0.218546,0.15625,0.0341478125,1.3986944,4,3
7752,2,dataset_640\images\train\DAMIMAS_A21B_0591_4.jpg,DAMIMAS_A21B_0591_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0591,4,2,B3,0.785437,0.300092,0.15625,0.111826,0.0174728125,1.397260028973584,4,3
7753,3,dataset_640\images\train\DAMIMAS_A21B_0591_4.jpg,DAMIMAS_A21B_0591_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0591,4,2,B3,0.32741,0.345282,0.169526,0.119485,0.02025581411,1.4188057078294347,4,3
7754,0,dataset_640\images\train\DAMIMAS_A21B_0592_1.jpg,DAMIMAS_A21B_0592_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0592,1,0,B1,0.607376,0.507586,0.19141,0.15873,0.030382509300000003,1.2058842058842059,3,2
7755,1,dataset_640\images\train\DAMIMAS_A21B_0592_1.jpg,DAMIMAS_A21B_0592_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0592,1,1,B2,0.362956,0.460468,0.195024,0.155756,0.030376158144000003,1.2521122781786898,3,2
7756,2,dataset_640\images\train\DAMIMAS_A21B_0592_1.jpg,DAMIMAS_A21B_0592_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0592,1,2,B3,0.522138,0.396031,0.165507,0.107527,0.017796471188999997,1.5392134068652523,3,2
7757,0,dataset_640\images\train\DAMIMAS_A21B_0592_2.jpg,DAMIMAS_A21B_0592_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0592,2,1,B2,0.748253,0.537103,0.18481,0.168188,0.03108282428,1.098829880847623,4,3
7758,1,dataset_640\images\train\DAMIMAS_A21B_0592_2.jpg,DAMIMAS_A21B_0592_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0592,2,2,B3,0.567951,0.500338,0.191571,0.169033,0.032381820842999995,1.1333349109345512,4,3
7759,2,dataset_640\images\train\DAMIMAS_A21B_0592_2.jpg,DAMIMAS_A21B_0592_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0592,2,3,B4,0.321163,0.483435,0.205094,0.162272,0.033281013568,1.26389025833169,4,3
7760,3,dataset_640\images\train\DAMIMAS_A21B_0592_2.jpg,DAMIMAS_A21B_0592_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0592,2,2,B3,0.186377,0.549786,0.152165,0.137868,0.02097868422,1.1037006411930252,4,3
7761,0,dataset_640\images\train\DAMIMAS_A21B_0592_3.jpg,DAMIMAS_A21B_0592_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0592,3,2,B3,0.347362,0.477284,0.185717,0.164395,0.030530946215,1.129699808388333,3,2
7762,1,dataset_640\images\train\DAMIMAS_A21B_0592_3.jpg,DAMIMAS_A21B_0592_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0592,3,2,B3,0.608003,0.515842,0.185717,0.170971,0.031752221207,1.0862485450748955,3,2
7763,2,dataset_640\images\train\DAMIMAS_A21B_0592_3.jpg,DAMIMAS_A21B_0592_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0592,3,2,B3,0.727164,0.424079,0.125937,0.108202,0.013626635274,1.16390639729395,3,2
7764,0,dataset_640\images\train\DAMIMAS_A21B_0592_4.jpg,DAMIMAS_A21B_0592_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0592,4,0,B1,0.228388,0.566731,0.153533,0.153071,0.023501449843000004,1.0030182072371643,4,3
7765,1,dataset_640\images\train\DAMIMAS_A21B_0592_4.jpg,DAMIMAS_A21B_0592_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0592,4,2,B3,0.261685,0.411117,0.064743,0.09434,0.0061078546199999995,0.6862730549077803,4,3
7766,2,dataset_640\images\train\DAMIMAS_A21B_0592_4.jpg,DAMIMAS_A21B_0592_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0592,4,2,B3,0.386546,0.493433,0.191146,0.17943,0.034297326780000005,1.0652956584740567,4,3
7767,3,dataset_640\images\train\DAMIMAS_A21B_0592_4.jpg,DAMIMAS_A21B_0592_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0592,4,2,B3,0.692995,0.435627,0.183746,0.174806,0.032119903276,1.051142409299452,4,3
7768,0,dataset_640\images\train\DAMIMAS_A21B_0595_1.jpg,DAMIMAS_A21B_0595_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0595,1,0,B1,0.61683,0.508272,0.254902,0.188113,0.04795037992600001,1.3550472322487017,6,5
7769,1,dataset_640\images\train\DAMIMAS_A21B_0595_1.jpg,DAMIMAS_A21B_0595_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0595,1,2,B3,0.641748,0.377145,0.160948,0.102328,0.016469486944,1.5728637323117818,6,5
7770,2,dataset_640\images\train\DAMIMAS_A21B_0595_1.jpg,DAMIMAS_A21B_0595_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0595,1,1,B2,0.768382,0.443627,0.131536,0.118873,0.015636078928,1.1065254515323073,6,5
7771,3,dataset_640\images\train\DAMIMAS_A21B_0595_1.jpg,DAMIMAS_A21B_0595_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0595,1,2,B3,0.386029,0.427083,0.177288,0.148284,0.026288973792,1.1955976369669015,6,5
7772,4,dataset_640\images\train\DAMIMAS_A21B_0595_1.jpg,DAMIMAS_A21B_0595_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0595,1,2,B3,0.293301,0.344669,0.119281,0.088848,0.010597878287999999,1.342528813254097,6,5
7773,5,dataset_640\images\train\DAMIMAS_A21B_0595_1.jpg,DAMIMAS_A21B_0595_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0595,1,1,B2,0.196487,0.463542,0.146242,0.128064,0.018728335488000004,1.1419446526736632,6,5
7774,0,dataset_640\images\train\DAMIMAS_A21B_0595_2.jpg,DAMIMAS_A21B_0595_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0595,2,0,B1,0.309257,0.563475,0.236094,0.157563,0.037199678922000004,1.4984101597456254,6,5
7775,1,dataset_640\images\train\DAMIMAS_A21B_0595_2.jpg,DAMIMAS_A21B_0595_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0595,2,2,B3,0.376284,0.454932,0.103375,0.086535,0.008945555624999999,1.1946033396891431,6,5
7776,2,dataset_640\images\train\DAMIMAS_A21B_0595_2.jpg,DAMIMAS_A21B_0595_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0595,2,1,B2,0.592037,0.532963,0.236094,0.162565,0.03838062111,1.4523052317534526,6,5
7777,3,dataset_640\images\train\DAMIMAS_A21B_0595_2.jpg,DAMIMAS_A21B_0595_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0595,2,2,B3,0.636721,0.406413,0.162732,0.114546,0.018640299671999996,1.4206694253836887,6,5
7778,4,dataset_640\images\train\DAMIMAS_A21B_0595_2.jpg,DAMIMAS_A21B_0595_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0595,2,2,B3,0.761438,0.456683,0.11738,0.10004,0.0117426952,1.1733306677329067,6,5
